,date,name,type,finishers,location
1490,Jul/10/2021,Chesterfield Gorge Ultra,50 KM,51 finishers,"West Chesterfield, MA"
1491,Jul/10/2021,Chesterfield Gorge Ultra,50 Miles,18 finishers,"West Chesterfield, MA"
1492,Jul/10/2021,Chesterfield Gorge Ultra,100 KM,11 finishers,"West Chesterfield, MA"
1493,Jul/10/2021,Chesterfield Gorge Ultra,100 Miles,4 finishers,"West Chesterfield, MA"
1494,Jul/10/2021,Sisyphus Ultra Challenge,Backyard,8 finishers,"Hemet, CA"
1495,Jul/10/2021,Dark and Dirty Miles,50 KM,20 finishers,"Wilburton, OK"
1496,Jul/10/2021,Dark and Dirty Miles,50 KM,4 finishers,"Wilburton, OK"
1497,Jul/10/2021,Ode to Laz Michigan Backyard Ultra,Backyard,96 finishers,"Holly, MI"
1498,Jul/10/2021,Whiterock Ultra,50 KM,44 finishers,"Coon Rapids, IA"
1499,Jul/10/2021,Whiterock Ultra,50 Miles,45 finishers,"Coon Rapids, IA"
1500,Jul/10/2021,Ridge Route Ultra,50 KM,59 finishers,"Castaic, CA"
1501,Jul/10/2021,Ridge Route Ultra,50 Miles,25 finishers,"Castaic, CA"
1502,Jul/10/2021,Whispering Grace 100,100 Miles,4 finishers,"Massillon, OH"
1503,Jul/10/2021,Whispering Grace 100,100 KM,11 finishers,"Massillon, OH"
1504,Jul/10/2021,Whispering Grace 100,50 KM,2 finishers,"Massillon, OH"
1505,Jul/10/2021,Wicked Revival 100,31 Miles,19 finishers,"Lowell, NC"
1506,Jul/10/2021,Wicked Revival 100,50 Miles,20 finishers,"Lowell, NC"
1507,Jul/10/2021,Wicked Revival 100,100 Miles,2 finishers,"Lowell, NC"
1508,Jul/10/2021,Wildfire Trail Races,8 Hours,10 finishers,"Piqua, OH"
1509,Jul/10/2021,Camp Anderson Endurance Shindig,12 Hours,24 finishers,"Tyrone, PA"
1510,Jul/10/2021,Camp Anderson Endurance Shindig,6 Hours,4 finishers,"Tyrone, PA"
1511,Jul/10/2021,Golden Gate Trail Run (Summer),50 KM,65 finishers,"Rodeo Beach, CA"
1512,Jul/10/2021,Catoctin,50 KM,140 finishers,"Frederick, MD"
1513,Jul/10/2021,Dawg Gone Long Run,50 KM,42 finishers,"Waynesville, OH"
1514,Jul/10/2021,Dawg Gone Long Run,50 Miles,14 finishers,"Waynesville, OH"
1515,Jul/10/2021,Honey Badger 100,100 Miles,18 finishers,"Kingman, KS"
1516,Jul/10/2021,Beaverhead Endurance Runs,55 KM,165 finishers,"Salmon, ID"
1517,Jul/10/2021,Beaverhead Endurance Runs,100 KM,99 finishers,"Salmon, ID"
1518,Jul/10/2021,Silverheels 100,100 Miles,30 finishers,"Fairplay, CO"
1519,Jul/10/2021,Viaduct Trail,50 Miles,20 finishers,"Lanesboro, PA"
1520,Jul/10/2021,Viaduct Trail,100 Miles,2 finishers,"Lanesboro, PA"
1521,Jul/10/2021,Siskiyou Out Back,50 KM,182 finishers,"Ashland, OR"
1522,Jul/10/2021,Siskiyou Out Back,50 Miles,40 finishers,"Ashland, OR"
1523,Jul/10/2021,Siskiyou Out Back,100 KM,82 finishers,"Ashland, OR"
1524,Jul/10/2021,Mt. Hood 50,50 Miles,115 finishers,"Timothy Lake, OR"
1525,Jul/10/2021,Sinister 7 Ultra,100 Miles,35 finishers,"Crowsnest Pass, AB"
1526,Jul/10/2021,Sinister 7 Ultra,50 Miles,190 finishers,"Crowsnest Pass, AB"
1527,Jul/10/2021,Dances with Dirt - Devil's Lake,50 KM,95 finishers,"Baraboo, WI"
1528,Jul/10/2021,Dances with Dirt - Devil's Lake,50 Miles,30 finishers,"Baraboo, WI"
1529,Jul/10/2021,Silverton Alpine,50 KM,152 finishers,"Silverton, CO"
1530,Jul/10/2021,Drew's Angel Creek 50,50 Miles,30 finishers,"Fairbanks, AK"
1531,Jul/10/2021,Drew's Angel Creek 50,50 KM,19 finishers,"Fairbanks, AK"
1532,Jul/10/2021,Cry Me a River!,50 KM,44 finishers,"Chillicothe, IL"
1533,Jul/09/2021,Cry Me a River!,100 KM,14 finishers,"Chillicothe, IL"
1534,Jul/09/2021,Cry Me a River!,100 Miles,15 finishers,"Chillicothe, IL"
1535,Jul/08/2021,Vol State,500 KM,60 finishers,"Dorena Landing, MO"
1536,Jul/04/2021,Biffledinked 10 x 5k,50 KM,11 finishers,"Smithfield, VA"
1537,Jul/04/2021,Big Butt 50k,50 KM,25 finishers,"Lancaster, SC"
1538,Jul/03/2021,Afton Trail,50 KM,147 finishers,"Hastings, MN"
1539,Jul/03/2021,Hell Hath No Hurry,50 Miles,9 finishers,"Pittsburgh, PA"
1540,Jul/03/2021,Hell Hath No Hurry,50 KM,31 finishers,"Pittsburgh, PA"
1541,Jul/03/2021,Lovers Leap of Faith,50 KM,18 finishers,"Kyburz, CA"
1542,Jul/03/2021,Run Under the Stars - Corydon,6 Hours,8 finishers,"Corydon, IN"
1543,Jul/03/2021,Run Under the Stars - Corydon,12 Hours,64 finishers,"Corydon, IN"
1544,Jul/03/2021,Ultramook 50k on the Tillamook Ridge,50 KM,38 finishers,"Tillamook, OR"
1545,Jul/03/2021,Hainesport Hundred (Summer),24 Hours,31 finishers,"Hainesport, NJ"
1546,Jul/03/2021,Hainesport Hundred (Summer),100 Miles,16 finishers,"Hainesport, NJ"
1547,Jul/03/2021,Hainesport Hundred (Summer),12 Hours,18 finishers,"Hainesport, NJ"
1548,Jul/03/2021,Hainesport Hundred (Summer),12 Hours,11 finishers,"Hainesport, NJ"
1549,Jul/03/2021,Merrill's Mile,48 Hours,33 finishers,"Dahlonega, GA"
1550,Jul/03/2021,Merrill's Mile,12 Hours,34 finishers,"Dahlonega, GA"
1551,Jul/03/2021,Merrill's Mile,6 Hours,22 finishers,"Dahlonega, GA"
1552,Jul/03/2021,Merrill's Mile,24 Hours,27 finishers,"Dahlonega, GA"
1553,Jul/03/2021,Finger Lakes 50s,50 Miles,21 finishers,"Hector, NY"
1554,Jul/03/2021,Finger Lakes 50s,50 KM,88 finishers,"Hector, NY"
1555,Jul/02/2021,Last at the Lake,Backyard,7 finishers,"West Point Lake, GA"
1556,Jun/27/2021,Midnight Squatchapalooza,12 Hours,42 finishers,"Columbus, NJ"
1557,Jun/27/2021,Midnight Squatchapalooza,6 Hours,25 finishers,"Columbus, NJ"
1558,Jun/27/2021,Race the Wolf,52 KM,46 finishers,"Sandpoint, ID"
1559,Jun/27/2021,Captn Karls - Pedernales Falls,60 KM,56 finishers,"Johnson City, TX"
1560,Jun/27/2021,Coventry Woods Trail Running Festival,6 Hours,6 finishers,"Pottstown, PA"
1561,Jun/27/2021,Reckless Raven 50 Ultra and Relay,50 Miles,32 finishers,"Whitehorse, YT"
1562,Jun/26/2021,Night Train 50k,50 KM,113 finishers,"Farmville, VA"
1563,Jun/26/2021,Dawn to Dusk Endurance Run,6 Hours,2 finishers,"Green Bay, WI"
1564,Jun/26/2021,Dawn to Dusk Endurance Run,8 Hours,9 finishers,"Green Bay, WI"
1565,Jun/26/2021,Dawn to Dusk Endurance Run,15.5 Hours,32 finishers,"Green Bay, WI"
1566,Jun/26/2021,Dawn to Dusk Endurance Run,6 Hours,2 finishers,"Green Bay, WI"
1567,Jun/26/2021,Forbidden Forest 30 Hour Ultra Run,30 Hours,71 finishers,"Stratford, CT"
1568,Jun/26/2021,Twisted Fork,64 KM,126 finishers,"Park City, UT"
1569,Jun/26/2021,Table Rock Trail Challenge,Backyard,12 finishers,"Jamesville, NY"
1570,Jun/26/2021,Two Hearted Trail Run,50 KM,48 finishers,"Paradise, MI"
1571,Jun/26/2021,Night Hawk,50 KM,63 finishers,"Lawrence, KS"
1572,Jun/26/2021,The Dizzy GOAT,6 Hours,7 finishers,"Gretna, NE"
1573,Jun/26/2021,The Dizzy GOAT,12 Hours,52 finishers,"Gretna, NE"
1574,Jun/26/2021,Manitou's Revenge,54 Miles,75 finishers,"Windham, NY"
1575,Jun/26/2021,Catamount Ultra,50 KM,168 finishers,"Stowe, VT"
1576,Jun/26/2021,On The Rocks Trail Runs,50 KM,20 finishers,"York, PA"
1577,Jun/26/2021,Strawberry Fields Forever,100 KM,21 finishers,"North Bonneville, WA"
1578,Jun/26/2021,Strawberry Fields Forever,100 Miles,7 finishers,"North Bonneville, WA"
1579,Jun/26/2021,Strawberry Fields Forever,50 KM,44 finishers,"North Bonneville, WA"
1580,Jun/26/2021,Sharp Top 25k and 50k,50 KM,54 finishers,"Masten, PA"
1581,Jun/26/2021,Bears Ears Ultra,50 KM,52 finishers,"Monticello, UT"
1582,Jun/26/2021,Bears Ears Ultra,50 Miles,38 finishers,"Monticello, UT"
1583,Jun/26/2021,Under the Moon,100 KM,6 finishers,"Hilo, HI"
1584,Jun/26/2021,Under the Moon,50 KM,21 finishers,"Hilo, HI"
1585,Jun/26/2021,Clear Creek UltraFest,34 Miles,2 finishers,"Sigel, PA"
1586,Jun/26/2021,Teton Mountain Runs,50 KM,77 finishers,"Teton Village, WY"
1587,Jun/26/2021,To Bone and Back,40 Miles,5 finishers,"Idaho Falls, ID"
1588,Jun/26/2021,San Juan Solstice,50 Miles,181 finishers,"Lake City, CO"
1589,Jun/26/2021,Western States,100 Miles,208 finishers,"Olympic Valley, CA"
1590,Jun/25/2021,Black Hills 100,100 Miles,80 finishers,"Sturgis, SD"
1591,Jun/25/2021,Black Hills 100,50 Miles,92 finishers,"Sturgis, SD"
1592,Jun/25/2021,Black Hills 100,50 KM,121 finishers,"Sturgis, SD"
1593,Jun/20/2021,Old Cascadia,50 KM,87 finishers,"Blue River, OR"
1594,Jun/20/2021,Six Days In the Dome-WI,144 Hours,37 finishers,"Milwaukee, WI"
1595,Jun/20/2021,Desert Rats Kokopelli Stage Race,150 Miles,17 finishers,"Fruita, CO"
1596,Jun/20/2021,One Hundred K's of Convenience,50 KM,24 finishers,"Davenport, IA"
1597,Jun/20/2021,Denali 135 & 100k,100 KM,10 finishers,"Paxson, AK"
1598,Jun/20/2021,Denali 135 & 100k,135 Miles,9 finishers,"Paxson, AK"
1599,Jun/20/2021,Summer Trailfest Ultra and Half Marathon,50 KM,42 finishers,"Laingsburg, MI"
1600,Jun/19/2021,Happy Camper Fun Run,50 Miles,20 finishers,"Westminster, CO"
1601,Jun/19/2021,Wood Splitter Summer Solstice,15 Hours,14 finishers,"Mount Vernon, OH"
1602,Jun/19/2021,Hunting Solstice Ultra,30 Miles,22 finishers,"Hunting Island State Park, AL"
1603,Jun/19/2021,BAD24H Race Run Bike,12 Hours,2 finishers,"Watford City, ND"
1604,Jun/19/2021,BAD24H Race Run Bike,24 Hours,8 finishers,"Watford City, ND"
1605,Jun/19/2021,Gulch Countdown,Backyard,9 finishers,"Mukilteo, WA"
1606,Jun/19/2021,Longest Day Races,Backyard,86 finishers,"Travelers Rest, SC"
1607,Jun/19/2021,Afton Summer Solstice,8 Hours,6 finishers,"Afton, MI"
1608,Jun/19/2021,Afton Summer Solstice,16 Hours,7 finishers,"Afton, MI"
1609,Jun/19/2021,Afton Summer Solstice,4 Hours,1 finishers,"Afton, MI"
1610,Jun/19/2021,Mid-State Mile,Backyard,38 finishers,"Franklin, TN"
1611,Jun/19/2021,UNLEASH - A ThunderMeet Event,24 Hours,6 finishers,"Ball Ground, GA"
1612,Jun/19/2021,UNLEASH - A ThunderMeet Event,12 Hours,12 finishers,"Ball Ground, GA"
1613,Jun/19/2021,UNLEASH - A ThunderMeet Event,6 Hours,5 finishers,"Ball Ground, GA"
1614,Jun/19/2021,Black Mountain 50k,50 KM,197 finishers,"San Diego, CA"
1615,Jun/19/2021,Millersylvania 50k,50 KM,19 finishers,"Olympia, WA"
1616,Jun/19/2021,John Cappis 50K Fat Ass,50 KM,2 finishers,"Silverton, CO"
1617,Jun/19/2021,Many On The Genny,40 Miles,114 finishers,"Castile, NY"
1618,Jun/19/2021,Old Cascadia,50 Miles,85 finishers,"Blue River, OR"
1619,Jun/19/2021,Ghost Town Trail Challenge,50 KM,113 finishers,"Blairsville, PA"
1620,Jun/19/2021,Six Days In the Dome-WI,24 Hours,25 finishers,"Milwaukee, WI"
1621,Jun/19/2021,Six Days In the Dome-WI,100 Miles                                     (split),31 finishers,"Milwaukee, WI"
1622,Jun/19/2021,Six Days In the Dome-WI,50 Miles                                     (split),49 finishers,"Milwaukee, WI"
1623,Jun/19/2021,Bighorn,32 Miles,231 finishers,"Dayton, WY"
1624,Jun/19/2021,Bighorn,52 Miles,101 finishers,"Dayton, WY"
1625,Jun/19/2021,Bighorn,100 Miles,178 finishers,"Dayton, WY"
1626,Jun/19/2021,Mason Dixon Longest Day,100 KM,11 finishers,"Havre de Grace, MD"
1627,Jun/19/2021,Mohican,100 Miles,103 finishers,"Loudonville, OH"
1628,Jun/19/2021,Mohican,50 Miles,180 finishers,"Loudonville, OH"
1629,Jun/19/2021,San Lorenzo River Trail Run,50 KM,81 finishers,"Santa Cruz, CA"
1630,Jun/19/2021,River of No Return Endurance Runs,108 KM,57 finishers,"Challis, ID"
1631,Jun/19/2021,River of No Return Endurance Runs,55 KM,111 finishers,"Challis, ID"
1632,Jun/19/2021,Elijah Bristow 24 Hour Run,12 Hours,26 finishers,"Eugene, OR"
1633,Jun/19/2021,Elijah Bristow 24 Hour Run,24 Hours,67 finishers,"Eugene, OR"
1634,Jun/19/2021,Wild Woman Trail Marathon,50 KM,32 finishers,"Trout Lake, WA"
1635,Jun/19/2021,Rachel Carson Trail Challenge,34 Miles,476 finishers,"Pittsburgh, PA"
1636,Jun/19/2021,Lost Turkey Ultra,50 KM,30 finishers,"Imler, PA"
1637,Jun/19/2021,Lost Turkey Ultra,50 Miles,38 finishers,"Imler, PA"
1638,Jun/19/2021,Schuetzen Nein! Hour Endurance Run,9 Hours,45 finishers,"Davenport, IA"
1639,Jun/19/2021,Running with the Devil,100 KM,3 finishers,"Las Vegas, NV"
1640,Jun/19/2021,Running with the Devil,50 KM,10 finishers,"Las Vegas, NV"
1641,Jun/19/2021,Running with the Devil,50 Miles,2 finishers,"Las Vegas, NV"
1642,Jun/19/2021,Logan Peak Trail Run,28 Miles,137 finishers,"Logan, UT"
1643,Jun/19/2021,Eastern Divide,50 KM,197 finishers,"Pembroke, VA"
1644,Jun/19/2021,Great New York Running Exposition,100 Miles,35 finishers,"New York, NY"
1645,Jun/19/2021,Great New York Running Exposition,100 KM,44 finishers,"New York, NY"
1646,Jun/19/2021,Hypnosis Night Runs,54 KM,5 finishers,"Goodyear, AZ"
1647,Jun/18/2021,Happy Camper Fun Run,100 Miles,12 finishers,"Westminster, CO"
1648,Jun/18/2021,Gaspesia 100,106 KM,9 finishers,"Percé, QC"
1649,Jun/18/2021,Gaspesia 100,100 Miles,4 finishers,"Percé, QC"
1650,Jun/18/2021,Gaspesia 100,53 KM,80 finishers,"Percé, QC"
1651,Jun/18/2021,Moonlight on Mt Ascension Trail Run,12 Hours,26 finishers,"Helena, MT"
1652,Jun/18/2021,Six Days In the Dome-WI,48 Hours,18 finishers,"Milwaukee, WI"
1653,Jun/18/2021,Six Days In the Dome-WI,24 Hours,12 finishers,"Milwaukee, WI"
1654,Jun/17/2021,Happy Camper Fun Run,150 Miles,1 finishers,"Westminster, CO"
1655,Jun/17/2021,The Last Annual Heart of the South Road Race,326 Miles,46 finishers,"West Memphis, AR"
1656,Jun/16/2021,Happy Camper Fun Run,200 Miles,2 finishers,"Westminster, CO"
1657,Jun/13/2021,Caumsett,50 KM,44 finishers,"Lloyd Harbor, NY"
1658,Jun/13/2021,Caumsett,50 KM,24 finishers,"Lloyd Harbor, NY"
1659,Jun/13/2021,Lighthouse 100,100 Miles,44 finishers,"Petoskey, MI"
1660,Jun/13/2021,Lighthouse 100,50 Miles,41 finishers,"Petoskey, MI"
1661,Jun/12/2021,South Park Trail Marathon & Half,28 Miles,77 finishers,"Fairplay, CO"
1662,Jun/12/2021,Flagstaff Extreme Big Pine Trail Runs,54 KM,41 finishers,"Flagstaff, AZ"
1663,Jun/12/2021,Sinks Canyon Rough and Tumble Trail Runs,50 KM,79 finishers,"Lander, WY"
1664,Jun/12/2021,Twilight Zone 24 Hour Endurance Run,12 Hours,20 finishers,"Leonard, MI"
1665,Jun/12/2021,Rock River Canyon 50K,50 KM,37 finishers,"Munising, MI"
1666,Jun/12/2021,The 666 Trail Race,6.66 Hours,12 finishers,"Exeter, RI"
1667,Jun/12/2021,LOTO Endurance,6 Hours,5 finishers,"Lake Ozark, MO"
1668,Jun/12/2021,Running Is Not Closed Trail Run #3,50 KM,12 finishers,"Whiting Ranch, CA"
1669,Jun/12/2021,The Montana 50K,100 KM,4 finishers,"Seeley Lake, MT"
1670,Jun/12/2021,The Montana 50K,50 KM,19 finishers,"Seeley Lake, MT"
1671,Jun/12/2021,Windsor Castle 10-Hour,10 Hours,115 finishers,"Smithfield, VA"
1672,Jun/12/2021,MCW King/Queen of the Hill,6 Hours,1 finishers,"Pompton Plains, NJ"
1673,Jun/12/2021,First State Trail Race,50 KM,78 finishers,"Wilmington, DE"
1674,Jun/12/2021,Sri Chinmoy 12 & 24 Hour Races,24 Hours,17 finishers,"Congers, NY"
1675,Jun/12/2021,Sri Chinmoy 12 & 24 Hour Races,12 Hours,27 finishers,"Congers, NY"
1676,Jun/12/2021,9 Hours for 9 Lives Ultra,9 Hours,11 finishers,"Victor, NY"
1677,Jun/12/2021,Wy'east Wonder,50 KM,180 finishers,"Parkdale, OR"
1678,Jun/12/2021,Wy'east Wonder,50 Miles,180 finishers,"Parkdale, OR"
1679,Jun/12/2021,Twilight Zone 24 Hour Endurance Run,24 Hours,71 finishers,"Leonard, MI"
1680,Jun/12/2021,Twilight Zone 24 Hour Endurance Run,6 Hours,6 finishers,"Leonard, MI"
1681,Jun/12/2021,Twilight Zone 24 Hour Endurance Run,12 Hours,2 finishers,"Leonard, MI"
1682,Jun/12/2021,Golden Gate Dirty 30,50 KM,366 finishers,"Black Hawk, CO"
1683,Jun/12/2021,OSS/CIA,50 Miles,72 finishers,"Triangle, VA"
1684,Jun/12/2021,Free State Trail Run,40 Miles,13 finishers,"Lawrence, KS"
1685,Jun/12/2021,Free State Trail Run,100 KM,3 finishers,"Lawrence, KS"
1686,Jun/12/2021,Run Under The Stars - Paducah,10 Hours,47 finishers,"Paducah, KY"
1687,Jun/12/2021,Shadow of the Giants,50 KM,107 finishers,"Fishcamp, CA"
1688,Jun/12/2021,Kettle Moraine 100 Endurance Runs,50 KM,42 finishers,"La Grange, WI"
1689,Jun/12/2021,Kettle Moraine 100 Endurance Runs,100 KM,36 finishers,"La Grange, WI"
1690,Jun/12/2021,Kettle Moraine 100 Endurance Runs,100 Miles,67 finishers,"La Grange, WI"
1691,Jun/12/2021,Kettle Moraine 100 Endurance Runs,38 Miles,25 finishers,"La Grange, WI"
1692,Jun/12/2021,Squaw Peak 50 Mile Trail Run,50 Miles,265 finishers,"Provo, UT"
1693,Jun/12/2021,Holcomb Valley trail Run,33 Miles,94 finishers,"Big Bear Lake, CA"
1694,Jun/12/2021,Hawthorn Half Day Relay & Ultra,6 Hours,12 finishers,"Terre Haute, IN"
1695,Jun/12/2021,Hawthorn Half Day Relay & Ultra,12 Hours,37 finishers,"Terre Haute, IN"
1696,Jun/12/2021,Old Gabe,50 KM,26 finishers,"Bozeman, MT"
1697,Jun/12/2021,Bethel Hill Moonlight Boogie,50 Miles,24 finishers,"Ellerbe, NC"
1698,Jun/12/2021,Rockin Choccolocco 50K and Half Marathon,50 KM,46 finishers,"Pinhoti, AL"
1699,Jun/12/2021,Trail Rail Run,50 KM,24 finishers,"St. Regis, MT"
1700,Jun/12/2021,Trail Rail Run,50 Miles,43 finishers,"St. Regis, MT"
1701,Jun/12/2021,Kaniksu 50 & Emory Corwine Memorial Ruck Race,50 Miles,13 finishers,"Frater Lake, WA"
1702,Jun/12/2021,Kaniksu 50 & Emory Corwine Memorial Ruck Race,50 KM,7 finishers,"Frater Lake, WA"
1703,Jun/12/2021,Laurel Highlands,50 KM,138 finishers,"Ohiopyle, PA"
1704,Jun/12/2021,Laurel Highlands,70.5 Miles,103 finishers,"Ohiopyle, PA"
1705,Jun/12/2021,Lumberjack 100,100 KM,10 finishers,"Port Gamble, WA"
1706,Jun/12/2021,Lumberjack 100,50 Miles,35 finishers,"Port Gamble, WA"
1707,Jun/12/2021,Lumberjack 100,100 Miles,10 finishers,"Port Gamble, WA"
1708,Jun/11/2021,War Hammer 100 Mile Endurance Run,100 Miles,10 finishers,"London, KY"
1709,Jun/11/2021,War Hammer 100 Mile Endurance Run,50 KM,59 finishers,"London, KY"
1710,Jun/11/2021,War Hammer 100 Mile Endurance Run,50 Miles,20 finishers,"London, KY"
1711,Jun/11/2021,Last Runner Running,Backyard,2 finishers,"Cool, CA"
1712,Jun/06/2021,Spring Watchung,50 KM,13 finishers,"Mountainside, NJ"
1713,Jun/06/2021,Chester Woods,50 KM,36 finishers,"Eyota, MN"
1714,Jun/06/2021,Chester Woods,50 Miles,12 finishers,"Eyota, MN"
1715,Jun/05/2021,Echo Valley Runs,50 KM,55 finishers,"Chelan, WA"
1716,Jun/05/2021,Yankee Springs Trail Run,100 KM,23 finishers,"Middleville, MI"
1717,Jun/05/2021,Yankee Springs Trail Run,50 KM,65 finishers,"Middleville, MI"
1718,Jun/05/2021,Sawmill Relay,35.52 Miles,10 finishers,"Mt. Charleston, NV"
1719,Jun/05/2021,Sawmill Relay,57.69 Miles,2 finishers,"Mt. Charleston, NV"
1720,Jun/05/2021,Summer Sasquatch Trail Runs,50 KM,44 finishers,"Lore City, OH"
1721,Jun/05/2021,Fort Yargo Ultra,50 KM,82 finishers,"Winder, GA"
1722,Jun/05/2021,Slightly Less Monotonous Ultra,6 Hours,1 finishers,"Deer Lodge, TN"
1723,Jun/05/2021,Slightly Less Monotonous Ultra,12 Hours,9 finishers,"Deer Lodge, TN"
1724,Jun/05/2021,Slightly Less Monotonous Ultra,6 Hours,0 finishers,"Deer Lodge, TN"
1725,Jun/05/2021,Mace’s Hideout 100,100 Miles,16 finishers,"Beulah, CO"
1726,Jun/05/2021,Childish Nonsense,50 Miles,7 finishers,"Palatine, IL"
1727,Jun/05/2021,Childish Nonsense,50 KM,22 finishers,"Palatine, IL"
1728,Jun/05/2021,Bashore Bash 6 Hr & 12 Hr Ultra,12 Hours,5 finishers,"Jonestown, PA"
1729,Jun/05/2021,Bashore Bash 6 Hr & 12 Hr Ultra,6 Hours,1 finishers,"Jonestown, PA"
1730,Jun/05/2021,Indy Piston Endurance Run,100 Miles,1 finishers,"Indianapolis, IN"
1731,Jun/05/2021,Indy Piston Endurance Run,50 KM,45 finishers,"Indianapolis, IN"
1732,Jun/05/2021,Indy Piston Endurance Run,50 Miles,12 finishers,"Indianapolis, IN"
1733,Jun/05/2021,Brokentrack,12 Hours,21 finishers,"ROTONDA, FL"
1734,Jun/05/2021,Brokentrack,6 Hours,13 finishers,"ROTONDA, FL"
1735,Jun/05/2021,The Full Mo,50 KM,18 finishers,"Sheridan, IN"
1736,Jun/05/2021,Reset Run,6 Hours,5 finishers,"Covington, KY"
1737,Jun/05/2021,The General Store 50k,50 KM,16 finishers,"Ellerbe, NC"
1738,Jun/05/2021,North Fork 50 Mile/50K,50 KM,175 finishers,"Pine, CO"
1739,Jun/05/2021,North Fork 50 Mile/50K,50 Miles,56 finishers,"Pine, CO"
1740,Jun/05/2021,Worlds End Ultramarathons,100 KM,64 finishers,"Forksville, PA"
1741,Jun/05/2021,Worlds End Ultramarathons,50 KM,92 finishers,"Forksville, PA"
1742,Jun/05/2021,The Loco Go Big or Go Home Challenge,100 Miles,13 finishers,"Forest Ranch, CA"
1743,Jun/05/2021,The Loco Go Big or Go Home Challenge,50 KM,58 finishers,"Forest Ranch, CA"
1744,Jun/05/2021,The Loco Go Big or Go Home Challenge,100 KM,11 finishers,"Forest Ranch, CA"
1745,Jun/05/2021,Ruck A Chuck 50k,50 KM,70 finishers,"Foresthill, CA"
1746,Jun/05/2021,Eagle Up Ultra,50 Miles,108 finishers,"Canal Fulton, OH"
1747,Jun/05/2021,Eagle Up Ultra,100 KM,91 finishers,"Canal Fulton, OH"
1748,Jun/05/2021,Eagle Up Ultra,100 Miles,5 finishers,"Canal Fulton, OH"
1749,Jun/05/2021,Eagle Up Ultra,50 KM,186 finishers,"Canal Fulton, OH"
1750,Jun/05/2021,Eagle Up Ultra,24 Hours,2 finishers,"Canal Fulton, OH"
1751,Jun/05/2021,Eagle Up Ultra,24 Hours,18 finishers,"Canal Fulton, OH"
1752,Jun/05/2021,Eagle Up Ultra,81.1 Miles,22 finishers,"Canal Fulton, OH"
1753,Jun/05/2021,Sharlie Shuffle,6 Hours,0 finishers,"McCall, ID"
1754,Jun/05/2021,Sharlie Shuffle,12 Hours,6 finishers,"McCall, ID"
1755,Jun/05/2021,Sharlie Shuffle,6 Hours,0 finishers,"McCall, ID"
1756,Jun/05/2021,Dam Yeti 50,50 Miles,92 finishers,"Damascus, VA"
1757,Jun/05/2021,Dam Yeti 50,50 KM,213 finishers,"Damascus, VA"
1758,Jun/05/2021,Red Devil Challenge 50K,50 KM,45 finishers,"Cashmere, WA"
1759,Jun/05/2021,Crater Trail Run (Driftless Discovery Trail Runs),50 KM,57 finishers,"Decorah, IA"
1760,Jun/05/2021,Ran It With Janet 50K,50 KM,25 finishers,"Manassas, VA"
1761,Jun/05/2021,Last Runner Standing,Backyard,16 finishers,"Duluth, MN"
1762,Jun/05/2021,Black Mountain Monster,24 Hours,83 finishers,"Black Mountain, NC"
1763,Jun/05/2021,Black Mountain Monster,12 Hours,61 finishers,"Black Mountain, NC"
1764,Jun/05/2021,Black Mountain Monster,6 Hours,22 finishers,"Black Mountain, NC"
1765,Jun/05/2021,Vashon Island Ultramarathon & Trail Run,50 KM,68 finishers,"Vashon Island, WA"
1766,Jun/05/2021,War Eagle Trail Runs,50 KM,70 finishers,"Rogers, AR"
1767,Jun/05/2021,Scout Mountain Ultra Trail,50 Miles,66 finishers,"Pocatello, ID"
1768,Jun/05/2021,Hell Hole Hundred,100 Miles,7 finishers,"Bethera, SC"
1769,Jun/05/2021,Hell Hole Hundred,100 KM,1 finishers,"Bethera, SC"
1770,Jun/05/2021,Hell Hole Hundred,50 KM,5 finishers,"Bethera, SC"
1771,Jun/05/2021,Hell Hole Hundred,50 Miles,3 finishers,"Bethera, SC"
1772,Jun/05/2021,Hell Hole Hundred,50 KM,22 finishers,"Bethera, SC"
1773,Jun/05/2021,Hell Hole Hundred,100 KM,2 finishers,"Bethera, SC"
1774,Jun/05/2021,Another Dam 50,50 KM,47 finishers,"Englewood, OH"
1775,Jun/05/2021,Old Dominion,100 Miles,49 finishers,"Woodstock, VA"
1776,Jun/04/2021,Connecticut Ultra Traverse #CUT112,112 Miles,14 finishers,"Southwick, MA"
1777,Jun/04/2021,Alaska Endurance Trail Run,12 Hours,8 finishers,"Fairbanks, AK"
1778,Jun/04/2021,Alaska Endurance Trail Run,24 Hours,29 finishers,"Fairbanks, AK"
1779,Jun/04/2021,Alaska Endurance Trail Run,6 Hours,4 finishers,"Fairbanks, AK"
1780,Jun/04/2021,Scout Mountain Ultra Trail,100 Miles,33 finishers,"Pocatello, ID"
1781,Jun/03/2021,Hell Hole Hundred,211 Miles,3 finishers,"Bethera, SC"
